"acc","GC_mean","GC3_mean"
"Salinivibrio","50.2092808850645","51.9333589428396"
"Salinivirga","39.3757823129252","36.0942829931973"
"Salipiger","66.2919204222493","83.3888550548112"
"Salisediminibacterium","46.5917557251908","48.6032916030534"
"Salmonella","52.7839805825243","58.0388570167696"
"Sandaracinus","72.225389806842","92.2610181521992"
"Sanguibacter","72.0812431842966","93.304326608506"
"Saprospira","45.8038984051979","47.4102333136444"
"Scandinavium","54.9821470519145","63.1653370918487"
"Scardovia","49.1884159106769","49.039323098395"
"Schaalia","59.2778588807786","66.8643406326034"
"Schlegelella","69.4403111261414","90.3012073047007"
"Schleiferilactobacillus","54.0656697009103","64.6959720416125"
"Sebaldella","33.8432799611839","27.0740829694323"
"Secundilactobacillus","48.0344196265104","52.5784730867814"
"Sedimenticola","58.2900677200903","69.7109819413093"
"Sedimentisphaera","47.2144075021313","50.1925106564365"
"Sediminibacillus","43.8058637083994","43.9718858954041"
"Sediminicoccus","68.705869421851","84.8440404484502"
"Sediminispirochaeta","49.2214268670962","52.2244523979957"
"Segatella","46.3347427766032","51.6724136715997"
"Segniliparus","67.0711660541263","83.7115703307718"
"Selenomonas","57.9381307591049","72.4252259763054"
"Serinicoccus","72.6607250755287","94.2072326283988"
"Serpentinicella","32.7092723760464","22.7487797810689"
"Serpentinimonas","66.5346746575343","83.5515025684931"
"Serratia","54.4616134060795","62.6605105222136"
"Shewanella","45.8568661630835","46.0849447995352"
"Shigella","51.2313497197068","54.5274514877102"
"Shimwellia","57.4402056277056","67.0160984848485"
"Shouchella","40.1375711574953","32.9602016129032"
"Siansivirga","33.9369142033165","25.712332372026"
"Siccibacter","57.9163314561545","69.1106516492357"
"Sideroxydans","58.0075290896646","71.2103593429158"
"Silicimonas","65.6568998109641","82.5424054820416"
"Silvanigrella","33.5894109396914","24.0072931276297"
"Simkania","42.1796669588081","37.9539658194566"
"Simonsiella","42.4702154626109","38.9023362906633"
"Simplicispira","63.8708198489752","77.5677508090615"
"Singulisphaera","63.0331069609508","77.1422707979627"
"Sinorhizobium","62.1883848133848","76.1399002574003"
"Skermanella","67.8582002902758","87.2230595065312"
"Skermania","68.8466613882291","85.1250092372658"
"Slackia","61.0404709345107","78.7098160412068"
"Sneathia","28.2920353982301","16.3355913113435"
"Snodgrassella","42.9656750572082","36.7644210526316"
"Sodaliphilus","55.7573392790784","72.1246674098848"
"Sodalis","57.6846405228758","67.2921568627451"
"Solidesulfovibrio","63.2038342882327","78.9961238431027"
"Solitalea","37.7266836380468","31.9112543392733"
"Sorangium","71.3449007747002","91.1519367505041"
"Spartinivicinus","40.8081237253569","34.288660774983"
"Sphaerobacter","68.3729111697449","87.0724626209323"
"Sphaerochaeta","46.8589500316256","50.6495983554712"
"Sphaerospermopsis","38.1975176546116","27.3190969398673"
"Sphaerotilus","70.382751433038","90.8452735799896"
"Sphingobacterium","40.5736346516008","38.2979039548023"
"Sphingobium","64.9346184419714","79.84038354531"
"Sphingomicrobium","63.3824289405685","78.0174720068906"
"Sphingomonas","67.107795473596","83.2436781223806"
"Sphingopyxis","65.4064349112426","80.2977792159763"
"Sphingorhabdus","57.1540851196024","63.637651444548"
"Sphingosinithalassobacter","65.0751336898396","79.0447727272727"
"Spiribacter","64.2287581699346","76.5837690631808"
"Spirochaeta","57.8788752703677","66.7292609949531"
"Spiroplasma","27.2446043165468","15.4223261390887"
"Spirosoma","48.443266301036","50.6096075563681"
"Sporolactobacillus","45.5234014502307","45.7344429795649"
"Sporomusa","49.8076840523718","52.6327881519639"
"Sporosarcina","40.6484448633365","35.6841588124411"
"Stackebrandtia","68.6441370638164","88.5320135177617"
"Stanieria","37.1947249124253","24.5041417679786"
"Staphylococcus","33.5204528853178","23.2527319211103"
"Staphylospora","57.0426179604262","69.2299315068493"
"Stappia","67.7816574585635","87.0712662983425"
"Starkeya","68.4612226277372","88.5571692518248"
"Stenotrophomonas","67.6685987903226","86.1586239919355"
"Steroidobacter","62.0723771580345","73.7587948207171"
"Stieleria","58.9449378330373","70.2362740811586"
"Streptantibioticus","73.0395348837209","92.9470494186046"
"Streptobacillus","25.8609986504723","11.9472604588394"
"Streptococcus","42.3533210332103","38.6099723247232"
"Streptomonospora","72.9279176201373","94.1914612618503"
"Streptomyces","70.8715663661145","89.9778947368421"
"Streptosporangium","71.1395322939866","91.6145155902004"
"Subdoligranulum","58.8251366120219","73.0045013661202"
"Succinivibrio","40.1883561643836","35.1108433219178"
"Suicoccus","42.7741356084419","39.5758194881006"
"Sulfitobacter","65.0323383084577","81.873197648123"
"Sulfuricaulis","62.1615639985245","78.5333566949465"
"Sulfuricella","56.7330889703432","66.5300133288904"
"Sulfuricurvum","44.9618155619597","47.0494596541787"
"Sulfuriferula","59.4545995832093","70.3073325394463"
"Sulfuriflexus","53.7938654353562","60.4003199208443"
"Sulfurifustis","67.8162722680138","87.0433289018878"
"Sulfurihydrogenibium","32.6589970501475","23.748808259587"
"Sulfurimicrobium","60.7068394925538","75.3425096525096"
"Sulfurimonas","33.9465240641711","23.7787950089127"
"Sulfuriroseicoccus","58.873137041076","71.4209160305344"
"Sulfuritalea","63.6637542277339","79.8814740698985"
"Sulfuritortus","66.0960536113179","86.0922189128816"
"Sulfurivermis","64.7714924896133","82.067631831256"
"Sulfurospirillum","41.0293017456359","39.4493298004988"
"Sulfurovum","44.8346493265211","48.5309010682768"
"Sutcliffiella","36.0584484590861","27.1830329436769"
"Sutterella","56.0596627756161","61.2213618677043"
"Swingsia","45.5142571285643","37.0963181590795"
"Symbiobacterium","69.4845492194967","90.8988786237655"
"Symmachiella","55.8233264320221","63.6758505866115"
"Synechococcus","56.0007471049682","59.8896525961898"
"Syntrophobacter","60.0496619864795","75.2184061362454"
"Syntrophobotulus","46.7791718946048","50.7160759096612"
"Syntrophomonas","45.2787015043547","45.9689231987332"
"Syntrophotalea","55.8694102397926","64.0847861309138"
"Syntrophothermus","51.333479020979","57.0582954545455"
"Syntrophus","52.0869098712446","59.2882010014306"
"Tabrizicola","64.4785024154589","78.3575193236715"
"Tamlana","35.7014231774615","29.0953238454836"
"Tannerella","47.8943820224719","53.4942771535581"
"Tardibacter","63.5409619450317","76.3602748414376"
"Tardiphaga","61.9226769540423","75.9629537068098"
"Tatumella","50.4572293716881","50.2469618975524"
"Tautonia","70.9098215501975","91.6951600599373"
"Taylorella","37.721819380356","27.3021885299934"
"Telluria","67.1468609865471","86.7978905082212"
"Tellurirhabdus","57.9730023949488","72.7646897452645"
"Telmatocola","53.5437329168294","60.7715482233503"
"Tenacibaculum","30.4953435690914","18.2812459098918"
"Tenuifilum","38.6293542074364","34.229553816047"
"Tepidanaerobacter","38.1298190401259","32.1137096774194"
"Tepidiforma","70.1697333834022","89.0000525722869"
"Tepidimonas","69.0960949464012","87.6999808575804"
"Tepiditoga","25.810835214447","12.5160180586907"
"Teredinibacter","47.5957501943509","48.1406996631252"
"Terribacillus","43.2295786758383","40.3034709085698"
"Terricaulis","63.7464971458225","76.8492579138557"
"Terriglobus","60.9356233485467","73.5603987509008"
"Terrihabitans","62.6367786110205","76.648526247147"
"Tessaracoccus","69.1377434135166","90.1018213058419"
"Tetragenococcus","37.4169381107492","29.2774389250814"
"Thalassobius","59.1543606206528","69.3015676832531"
"Thalassoglobus","51.1397542781922","52.7487318999561"
"Thalassomonas","49.3823076923077","55.1228461538462"
"Thalassospira","55.3844643246782","60.3266877591098"
"Thalassotalea","39.5199505103619","32.0381163006495"
"Thauera","66.7470135386249","85.0916989646934"
"Thaumasiovibrio","47.7263671047054","47.5882217041119"
"Thermacetogenium","54.5416208287495","63.2865346534653"
"Thermaerobacter","72.035886214442","90.2994048140044"
"Thermanaeromonas","50.0820130475303","50.3722957440199"
"Thermanaerosceptrum","45.6309556595979","46.7495538419168"
"Thermanaerovibrio","59.3779572994807","74.0189382573572"
"Thermoactinomyces","48.1967717140661","53.7582052267487"
"Thermoanaerobacter","34.2850430696946","25.8322670321065"
"Thermoanaerobacterium","33.8845173041894","26.7304371584699"
"Thermobacillus","60.807109252483","77.509587036069"
"Thermobaculum","54.1997863247863","60.3750712250712"
"Thermobifida","71.471129170231","91.1034452523524"
"Thermobispora","72.2738905526817","94.5086604955078"
"Thermochromatium","63.8545241809672","78.1260569422777"
"Thermoclostridium","42.9184326269492","44.5143782487005"
"Thermocrinis","45.2344827586207","50.1846144200627"
"Thermodesulfatator","42.3021549747822","37.4771480972031"
"Thermodesulfobacterium","37.269387755102","31.5073702623907"
"Thermodesulfobium","34.3615973741794","26.7334846827133"
"Thermodesulfovibrio","34.0251928020566","23.3548791773779"
"Thermogutta","57.9875907990315","64.9180841404358"
"Thermomicrobium","64.2065521374351","74.5245745105873"
"Thermomonas","68.9453534031414","88.9081577225131"
"Thermomonospora","73.108139342909","94.5588211986132"
"Thermosediminibacter","47.4287716020551","52.8867491826249"
"Thermosipho","30.6739243131156","19.787610160705"
"Thermostichus","54.0661538461538","57.2390884615385"
"Thermosulfidibacter","42.972807991121","42.6605049944506"
"Thermosulfurimonas","59.125283446712","69.0563151927438"
"Thermosulfuriphilus","52.2354853692522","55.979739897817"
"Thermosynechococcus","54.4239175257732","57.884581443299"
"Thermotoga","38.894964028777","34.9265947242206"
"Thermotomaculum","35.2006802721088","30.6496695821186"
"Thermovibrio","52.2768549280177","63.7216666666667"
"Thermovirga","47.3875675675676","50.3798810810811"
"Thermus","65.2810188989318","82.2012695152013"
"Thioalkalivibrio","66.5312676056338","82.2330647887324"
"Thiocapsa","64.131573433899","78.8375801382778"
"Thioclava","64.3358264771877","80.5509798055348"
"Thiocystis","62.9029661991262","76.0870200045988"
"Thioflavicoccus","65.9483248154458","82.6714991482112"
"Thiolapillus","56.7785419532325","66.1002303988996"
"Thiomicrorhabdus","42.2381348875937","37.12132805995"
"Thiomicrospira","46.1607669616519","43.4694100294985"
"Thiomonas","64.0711393869289","78.447969924812"
"Thiopseudomonas","47.9063992359121","45.2077650429799"
"Thiospirochaeta","32.6352693349383","23.4624977430033"
"Thiosulfatimonas","46.2099629477151","45.8111156854673"
"Thiosulfativibrio","43.6387345019239","41.1769046601112"
"Thiothrix","51.9174112533205","56.1774788698382"
"Thomasclavelia","31.5985379226317","20.5247547974414"
"Tichowtungia","53.7373376623377","60.2739058441558"
"Tistrella","68.3992589978829","84.3414255469301"
"Tolumonas","49.4960758665795","50.0759090909091"
"Tolypothrix","41.6269614835949","33.649395149786"
"Treponema","50.881636205396","56.9790513489991"
"Trichlorobacter","55.0591202017372","62.8147352199496"
"Trichormus","42.3817573516464","35.1420954393379"
"Tritonibacter","59.2641807909605","68.0065740112994"
"Tropheryma","46.5570228091237","42.601356542617"
"Truepera","68.6349693251534","87.1447886843899"
"Trueperella","60.1489985344406","70.6751587689301"
"Tsukamurella","68.84784164083","86.2215502027188"
"Tsuneonella","60.9820703653586","69.8608795669824"
"Tumebacillus","56.3203000681973","70.2768197317572"
"Turicibacter","34.7853965900667","25.2524870274277"
"Turicimonas","44.8425584255843","43.3281508815088"
"Turneriella","53.5496089931574","61.6042864125122"
"Tuwongella","58.252949410118","66.8030713857229"
"Undibacterium","51.1416122004357","54.0470636649722"
"Urbifossiella","71.503332791416","93.2465095106487"
"Ureaplasma","29.9156626506024","16.2714457831325"
"Urechidicola","30.5140468227425","18.3276488294314"
"Ureibacillus","36.6813430471967","28.5162084257206"
"Uruburuella","54.8821483771252","62.9710239567233"
"Usitatibacter","67.3379947854942","89.3318061151932"
"Vaginimicrobium","50.9278579356271","50.4941009988901"
"Vagococcus","32.9301919720768","21.2872286212914"
"Vallitalea","36.752","31.1018165853659"
"Variibacter","62.7286892758937","77.1546700274977"
"Veillonella","39.5046321525886","30.1479128065395"
"Venatoribacter","56.5399298792365","64.5849474094273"
"Verminephrobacter","65.3780027794322","80.9518522930316"
"Verrucomicrobium","60.7307819748178","73.8816964877402"
"Vescimonas","59.2370212765957","75.3182723404255"
"Vespertiliibacter","37.747450509898","26.5226094781044"
"Vibrio","44.5441950192915","42.2520676955454"
"Virgibacillus","37.4331641285956","29.9849939569737"
"Vitreoscilla","63.9766967666764","77.8472385668511"
"Vulgatibacter","69.3284548269068","89.4783844638334"
"Waddlia","44.066702528241","43.7420602474449"
"Weeksella","36.5223021582734","30.7993045563549"
"Weissella","45.9202306583373","45.1436713118693"
"Weizmannia","47.2898215465962","51.4468968935889"
"Wenyingzhuangia","31.9909747292419","20.8708953068592"
"Wenzhouxiangella","65.5890275952694","81.9710545335085"
"Wigglesworthia","26.4433962264151","14.3608176100629"
"Williamsoniiplasma","31.0131578947368","20.1469736842105"
"Winogradskyella","35.0944372574385","28.2478758085382"
"Woeseia","58.2250996015936","67.0598491747296"
"Wolinella","48.8711747285291","54.9287216189536"
"Xanthobacter","68.2675289312457","87.0419928522805"
"Xanthomonas","64.2932902928291","78.48201060641"
"Xenorhabdus","44.3130479628675","41.2272795255286"
"Xiamenia","64.2386503067485","83.0608895705521"
"Xylanimonas","73.5872737886748","95.1871745475774"
"Xylella","54.2032062391681","57.8334575389948"
"Xylophilus","68.8637404580153","89.0829675572519"
"Yersinia","47.696533203125","47.2248706054688"
"Youhaiella","65.361038961039","83.8878465171192"
"Zhaonella","45.9734571997346","46.7361546118115"
"Zhongshania","51.2313596491228","53.7668832236842"
"Zhouia","39.0024286581664","36.9286672738312"
"Zobellella","64.8151507068552","84.1015444118432"
"Zobellia","43.3675564681725","46.634257357974"
"Zophobihabitans","39.9627544391511","31.3436466002599"
"Zunongwangia","36.7238909426987","30.9058040665434"
"Zymobacter","57.0923317683881","64.2627856025039"
"Zymomonas","47.367991290147","44.2786336418073"
