file_name,organism,url,database,path,refseq_category,assembly_accession,bioproject,biosample,taxid,infraspecific_name,version_status,release_type,genome_rep,seq_rel_date,submitter
GCF_002075285.3_genomic_refseq.fna.gz,GCF_002075285.3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/075/285/GCF_002075285.3_ASM207528v3/GCF_002075285.3_ASM207528v3_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002075285.3,PRJNA224116,SAMN03466112,1641165,strain=C2206,latest,Major,Full,25/01/19,Macquarie University
GCF_002076895.1_genomic_refseq.fna.gz,GCF_002076895.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/076/895/GCF_002076895.1_ASM207689v1/GCF_002076895.1_ASM207689v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002076895.1,PRJNA224116,SAMN06606376,1967665,strain=NB097-1,latest,Major,Full,03/04/17,"Third Institute Of Oceanography,State Oceanic Administration"
GCF_002085925.2_genomic_refseq.fna.gz,GCF_002085925.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/085/925/GCF_002085925.2_ASM208592v2/GCF_002085925.2_ASM208592v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002085925.2,PRJNA224116,SAMN03956615,1549850,strain=Elox9,latest,Major,Full,18/12/20,Caltech
GCF_002096055.1_genomic_refseq.fna.gz,GCF_002096055.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/055/GCF_002096055.1_ASM209605v1/GCF_002096055.1_ASM209605v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002096055.1,PRJNA224116,SAMN06622498,1619308,strain=XA(T),latest,Major,Full,18/04/17,Capital Normal University
GCF_002116735.1_genomic_refseq.fna.gz,GCF_002116735.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/735/GCF_002116735.1_ASM211673v1/GCF_002116735.1_ASM211673v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002116735.1,PRJNA224116,SAMN06718375,1420917,strain=SMR5,latest,Major,Full,01/05/17,University of Gothenburg
GCF_002117005.1_genomic_refseq.fna.gz,GCF_002117005.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/005/GCF_002117005.1_ASM211700v1/GCF_002117005.1_ASM211700v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002117005.1,PRJNA224116,SAMN06284595,1941349,strain=ST-PulAB-D4,latest,Major,Full,02/05/17,Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures
GCF_002117105.1_genomic_refseq.fna.gz,GCF_002117105.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/105/GCF_002117105.1_ASM211710v1/GCF_002117105.1_ASM211710v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002117105.1,PRJNA224116,SAMN06075352,716816,strain=NBRC 107125,latest,Major,Full,02/05/17,"Atmosphere and Ocean Research Institute, The University of Tokyo"
GCF_002117125.1_genomic_refseq.fna.gz,GCF_002117125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/125/GCF_002117125.1_ASM211712v1/GCF_002117125.1_ASM211712v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002117125.1,PRJNA224116,SAMN06075354,331648,strain=JCM 13191,latest,Major,Full,02/05/17,"Atmosphere and Ocean Research Institute, The University of Tokyo"
GCF_002119765.1_genomic_refseq.fna.gz,GCF_002119765.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/765/GCF_002119765.1_ASM211976v1/GCF_002119765.1_ASM211976v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002119765.1,PRJNA224116,SAMN06886414,1235591,strain=RIPI110,latest,Major,Full,09/05/17,Research institute of petroleum industry
GCF_002142475.1_genomic_refseq.fna.gz,GCF_002142475.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/475/GCF_002142475.1_ASM214247v1/GCF_002142475.1_ASM214247v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002142475.1,PRJNA224116,SAMD00019988,411966,strain=IAM M-101,latest,Major,Full,14/02/15,"Graduate School of Bioagricultural Sciences, Nagoya University"
GCF_002157205.1_genomic_refseq.fna.gz,GCF_002157205.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/205/GCF_002157205.1_ASM215720v1/GCF_002157205.1_ASM215720v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002157205.1,PRJNA224116,SAMN06765534,157779,strain=SW32,latest,Major,Full,24/05/17,Kyung Hee University
GCF_002157225.2_genomic_refseq.fna.gz,GCF_002157225.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/225/GCF_002157225.2_ASM215722v2/GCF_002157225.2_ASM215722v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002157225.2,PRJNA224116,SAMN06187574,1737490,strain=017,latest,Major,Full,13/06/17,Shandong University at Weihai
GCF_002157835.1_genomic_refseq.fna.gz,GCF_002157835.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/835/GCF_002157835.1_ASM215783v1/GCF_002157835.1_ASM215783v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002157835.1,PRJNA224116,SAMN06134492,482462,strain=PH-06,latest,Major,Full,25/05/17,Rice University
GCF_002157895.1_genomic_refseq.fna.gz,GCF_002157895.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/895/GCF_002157895.1_ASM215789v1/GCF_002157895.1_ASM215789v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002157895.1,PRJNA224116,SAMN07139042,1416627,strain=SM1222,latest,Major,Full,25/05/17,Kyung Hee University
GCF_002162355.1_genomic_refseq.fna.gz,GCF_002162355.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/355/GCF_002162355.1_ASM216235v1/GCF_002162355.1_ASM216235v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002162355.1,PRJNA224116,SAMN07139044,1903704,strain=AR23208,latest,Major,Full,31/05/17,Kyung Hee University
GCF_002162375.1_genomic_refseq.fna.gz,GCF_002162375.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/375/GCF_002162375.1_ASM216237v1/GCF_002162375.1_ASM216237v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002162375.1,PRJNA224116,SAMN06234459,141451,strain=ME102,latest,Major,Full,31/05/17,Fidelity Systems
GCF_002163605.1_genomic_refseq.fna.gz,GCF_002163605.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/605/GCF_002163605.1_ASM216360v1/GCF_002163605.1_ASM216360v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002163605.1,PRJNA224116,SAMN04910026,53336,strain=ATCC 39140,latest,Major,Full,02/06/17,Chinese Academy of Sciences
GCF_002173515.1_genomic_refseq.fna.gz,GCF_002173515.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/515/GCF_002173515.1_ASM217351v1/GCF_002173515.1_ASM217351v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002173515.1,PRJNA224116,SAMN07125940,33995,strain=SRCM101446,latest,Major,Full,06/06/17,Microbial Institiue for Fermentation Industry
GCF_002201475.1_genomic_refseq.fna.gz,GCF_002201475.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/475/GCF_002201475.1_ASM220147v1/GCF_002201475.1_ASM220147v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002201475.1,PRJNA224116,SAMN03856236,1796620,strain=KB18,latest,Major,Full,20/06/17,Max von Pettenkofer-Institut
GCF_002201795.1_genomic_refseq.fna.gz,GCF_002201795.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/795/GCF_002201795.1_ASM220179v1/GCF_002201795.1_ASM220179v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002201795.1,PRJNA224116,SAMN07200443,889453,strain=SC/BZ-SP2,latest,Major,Full,20/06/17,Chinese Academy of Agricultural Sciences
GCF_002209165.2_genomic_refseq.fna.gz,GCF_002209165.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/165/GCF_002209165.2_ASM220916v2/GCF_002209165.2_ASM220916v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002209165.2,PRJNA224116,SAMN06173298,1296,strain=FDAARGOS_285,latest,Major,Full,02/03/18,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center
GCF_002209385.1_genomic_refseq.fna.gz,GCF_002209385.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/385/GCF_002209385.1_ASM220938v1/GCF_002209385.1_ASM220938v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002209385.1,PRJNA224116,SAMN07256813,1704499,strain=HV10_M2,latest,Major,Full,27/06/17,University of Bergen
GCF_002209445.1_genomic_refseq.fna.gz,GCF_002209445.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/445/GCF_002209445.1_ASM220944v1/GCF_002209445.1_ASM220944v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002209445.1,PRJNA224116,SAMN07125685,2708117,strain=ChDC OS43,latest,Major,Full,27/06/17,Chosun University
GCF_002215215.1_genomic_refseq.fna.gz,GCF_002215215.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/215/GCF_002215215.1_ASM221521v1/GCF_002215215.1_ASM221521v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002215215.1,PRJNA224116,SAMN06112367,1192854,strain=IMCC3135,latest,Major,Full,06/07/17,Inha University
GCF_002216855.1_genomic_refseq.fna.gz,GCF_002216855.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/855/GCF_002216855.1_ASM221685v1/GCF_002216855.1_ASM221685v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002216855.1,PRJNA224116,SAMN07329764,1755811,strain=NSCS20N07D,latest,Major,Full,12/07/17,"Third Institute of Oceanography, SOA"
GCF_002222655.1_genomic_refseq.fna.gz,GCF_002222655.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/222/655/GCF_002222655.1_ASM222265v1/GCF_002222655.1_ASM222265v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002222655.1,PRJNA224116,SAMN07313362,63,strain=ATCC 15551,latest,Major,Full,20/07/17,L'Oreal
GCF_002224645.1_genomic_refseq.fna.gz,GCF_002224645.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/645/GCF_002224645.1_ASM222464v1/GCF_002224645.1_ASM222464v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002224645.1,PRJNA224116,SAMN07259296,51515,strain=DMC,latest,Major,Full,24/07/17,The University of Tennessee
GCF_002234495.1_genomic_refseq.fna.gz,GCF_002234495.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/495/GCF_002234495.1_ASM223449v1/GCF_002234495.1_ASM223449v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002234495.1,PRJNA224116,SAMN07322679,616991,strain=SMS7,latest,Major,Full,27/07/17,University of Gothenburg
GCF_002234575.2_genomic_refseq.fna.gz,GCF_002234575.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/575/GCF_002234575.2_ASM223457v2/GCF_002234575.2_ASM223457v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002234575.2,PRJNA224116,SAMN07340702,208479,strain=ATCC BAA-613,latest,Major,Full,30/08/17,University of North Carolina at Chapel Hill
GCF_002240355.1_genomic_refseq.fna.gz,GCF_002240355.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/355/GCF_002240355.1_ASM224035v1/GCF_002240355.1_ASM224035v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002240355.1,PRJNA224116,SAMN05284052,530584,strain=DSM 45268,latest,Major,Full,03/08/17,Bielefeld University
GCF_002243385.1_genomic_refseq.fna.gz,GCF_002243385.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/385/GCF_002243385.1_ASM224338v1/GCF_002243385.1_ASM224338v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002243385.1,PRJNA224116,SAMN03897725,86332,strain=ATCC 700696,latest,Major,Full,08/08/17,The Forsyth Institute
GCF_002243645.1_genomic_refseq.fna.gz,GCF_002243645.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/645/GCF_002243645.1_ASM224364v1/GCF_002243645.1_ASM224364v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002243645.1,PRJNA224116,SAMN05913072,1349754,strain=DSM 1321,latest,Major,Full,08/08/17,Kyungpook National University
GCF_002243665.1_genomic_refseq.fna.gz,GCF_002243665.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/665/GCF_002243665.1_ASM224366v1/GCF_002243665.1_ASM224366v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002243665.1,PRJNA224116,SAMN06016323,33938,strain=KCTC 3921,latest,Major,Full,08/08/17,Kyungpook National University
GCF_002250055.1_genomic_refseq.fna.gz,GCF_002250055.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/250/055/GCF_002250055.1_ASM225005v1/GCF_002250055.1_ASM225005v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002250055.1,PRJNA224116,SAMN06162173,33932,strain=DSM 6307,latest,Major,Full,14/08/17,Kyungpook National University
GCF_002263515.1_genomic_refseq.fna.gz,GCF_002263515.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/515/GCF_002263515.1_ASM226351v1/GCF_002263515.1_ASM226351v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002263515.1,PRJNA224116,SAMN07192573,414996,strain=YIM 90600,latest,Major,Full,22/08/17,school of medicine
GCF_002269385.1_genomic_refseq.fna.gz,GCF_002269385.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/385/GCF_002269385.1_ASM226938v1/GCF_002269385.1_ASM226938v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002269385.1,PRJNA224116,SAMN07514628,1178778,strain=B1,latest,Major,Full,24/08/17,"Second Institute of Oceanography, State Oceanic Administration"
GCF_002277955.1_genomic_refseq.fna.gz,GCF_002277955.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/277/955/GCF_002277955.1_ASM227795v1/GCF_002277955.1_ASM227795v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002277955.1,PRJNA224116,SAMN06043589,1331910,strain=R1,latest,Major,Full,30/08/17,Hotzyme
GCF_002285575.1_genomic_refseq.fna.gz,GCF_002285575.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/575/GCF_002285575.1_ASM228557v1/GCF_002285575.1_ASM228557v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002285575.1,PRJNA224116,SAMN07537192,75985,strain=USDA-ARS-USMARC-191,latest,Major,Full,05/09/17,USDA-ARS-USMARC
GCF_002291425.1_genomic_refseq.fna.gz,GCF_002291425.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/291/425/GCF_002291425.1_ASM229142v1/GCF_002291425.1_ASM229142v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002291425.1,PRJNA224116,SAMN04388492,929813,strain=FRB97,latest,Major,Full,12/09/17,Bangor University
GCF_002291445.1_genomic_refseq.fna.gz,GCF_002291445.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/291/445/GCF_002291445.1_ASM229144v1/GCF_002291445.1_ASM229144v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002291445.1,PRJNA224116,SAMN04388496,1109412,strain=FRB141,latest,Major,Full,12/09/17,Bangor University
GCF_002305855.1_genomic_refseq.fna.gz,GCF_002305855.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/305/855/GCF_002305855.1_ASM230585v1/GCF_002305855.1_ASM230585v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002305855.1,PRJNA224116,SAMN06850203,1294270,strain=DSM 14713,latest,Major,Full,15/09/17,Max Planck Institute for Terrestrial Microbiology
GCF_002310495.1_genomic_refseq.fna.gz,GCF_002310495.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/495/GCF_002310495.1_ASM231049v1/GCF_002310495.1_ASM231049v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002310495.1,PRJNA224116,SAMN07628394,2576891,strain=HZ-65,latest,Major,Full,18/09/17,Nakdonggang National Institute of Biological Resources
GCF_002355295.1_genomic_refseq.fna.gz,GCF_002355295.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/295/GCF_002355295.1_ASM235529v1/GCF_002355295.1_ASM235529v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002355295.1,PRJNA224116,SAMN07632944,435897,strain=KNU-14,latest,Major,Full,25/09/17,"Shin's Lab., Kyungpook National University"
GCF_002355335.1_genomic_refseq.fna.gz,GCF_002355335.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/335/GCF_002355335.1_ASM235533v1/GCF_002355335.1_ASM235533v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002355335.1,PRJNA224116,SAMD00039968,1333996,strain=GJW-30,latest,Major,Full,20/11/15,Korea Research Institute of Bioscience and Biotechnology (KRIBB)
GCF_002355375.1_genomic_refseq.fna.gz,GCF_002355375.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/375/GCF_002355375.1_ASM235537v1/GCF_002355375.1_ASM235537v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002355375.1,PRJNA224116,SAMD00043871,1500254,strain=CB4,latest,Major,Full,13/01/16,Korea Research Institute of Bioscience and Biotechnology (KRIBB)
GCF_002355415.1_genomic_refseq.fna.gz,GCF_002355415.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/415/GCF_002355415.1_ASM235541v1/GCF_002355415.1_ASM235541v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002355415.1,PRJNA224116,SAMD00036173,1675686,strain=skN76,latest,Major,Full,05/02/16,"The Institute of Low Temperature Science, Hokkaido University"
GCF_002355595.1_genomic_refseq.fna.gz,GCF_002355595.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/595/GCF_002355595.1_F._lacunae_YT21-2/GCF_002355595.1_F._lacunae_YT21-2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002355595.1,PRJNA224116,SAMD00045010,477680,strain=NBRC 104114,latest,Major,Full,23/05/16,"Life Science Reseach Center, College of Bioresource Sciences, Nihon University"
GCF_002355735.1_genomic_refseq.fna.gz,GCF_002355735.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/735/GCF_002355735.1_ASM235573v1/GCF_002355735.1_ASM235573v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002355735.1,PRJNA224116,SAMD00031266,1620215,strain=HA5,latest,Major,Full,30/07/16,"The Institute of Low Temperature Science, Hokkaido University"
GCF_002356295.1_genomic_refseq.fna.gz,GCF_002356295.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/295/GCF_002356295.1_ASM235629v1/GCF_002356295.1_ASM235629v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002356295.1,PRJNA224116,SAMD00078003,1717717,strain=SPP2,latest,Major,Full,06/06/17,"The Institute of Low Temperature Science, Hokkaido University"
GCF_002356555.2_genomic_refseq.fna.gz,GCF_002356555.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/555/GCF_002356555.2_HH1059_assembly_1.0/GCF_002356555.2_HH1059_assembly_1.0_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002356555.2,PRJNA224116,SAMD00046889,1052,strain=DSM 1059,latest,Major,Full,22/05/18,"Environment and Life Sciences, Toyohashi University of Technology"
GCF_002367975.1_genomic_refseq.fna.gz,GCF_002367975.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/367/975/GCF_002367975.1_ASM236797v1/GCF_002367975.1_ASM236797v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002367975.1,PRJNA224116,SAMD00079795,1085406,strain=NIES-21,latest,Major,Full,25/06/17,Toyohashi University of Technology
GCF_002368075.1_genomic_refseq.fna.gz,GCF_002368075.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/368/075/GCF_002368075.1_ASM236807v1/GCF_002368075.1_ASM236807v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002368075.1,PRJNA224116,SAMD00079800,1973480,strain=NIES-73,latest,Major,Full,25/06/17,Toyohashi University of Technology
GCF_002368095.1_genomic_refseq.fna.gz,GCF_002368095.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/368/095/GCF_002368095.1_ASM236809v1/GCF_002368095.1_ASM236809v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002368095.1,PRJNA224116,SAMD00079801,1973488,strain=NIES-267,latest,Major,Full,25/06/17,Toyohashi University of Technology
GCF_002368295.1_genomic_refseq.fna.gz,GCF_002368295.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/368/295/GCF_002368295.1_ASM236829v1/GCF_002368295.1_ASM236829v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002368295.1,PRJNA224116,SAMD00081165,231146,strain=NIES-37,latest,Major,Full,25/06/17,Toyohashi University of Technology
GCF_002369955.1_genomic_refseq.fna.gz,GCF_002369955.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/369/955/GCF_002369955.1_ASM236995v1/GCF_002369955.1_ASM236995v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_002369955.1,PRJNA224116,SAMD00000006,242600,strain=JBKA-6,latest,Major,Full,25/11/16,"National Research Institute of Aquaculture, Fisheries Research Agency"
